GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars)
0400000US09,09,Connecticut,24246,553
0500000US09001,09001,"Fairfield County, Connecticut",24870,945
0500000US09003,09003,"Hartford County, Connecticut",24027,637
0500000US09005,09005,"Litchfield County, Connecticut",24914,3239
0500000US09007,09007,"Middlesex County, Connecticut",28922,3546
0500000US09009,09009,"New Haven County, Connecticut",23865,1039
0500000US09011,09011,"New London County, Connecticut",24580,3363
0500000US09013,09013,"Tolland County, Connecticut",18323,3509
0500000US09015,09015,"Windham County, Connecticut",18011,5210
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",-,**
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",26671,11240
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",22037,1154
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",52469,27502
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",24535,3687
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",21614,5741
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",31544,7934
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",34422,11809
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",40264,32284
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",46907,34123
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",23615,12922
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",24216,1911
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",120139,226780
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",46548,30323
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",35441,14725
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",-,**
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",26347,2935
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",27601,3304
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",44873,13326
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",50930,20462
