GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars)
0400000US09,09,Connecticut,17546,448
0500000US09001,09001,"Fairfield County, Connecticut",18237,858
0500000US09003,09003,"Hartford County, Connecticut",16760,726
0500000US09005,09005,"Litchfield County, Connecticut",16844,2456
0500000US09007,09007,"Middlesex County, Connecticut",22487,5642
0500000US09009,09009,"New Haven County, Connecticut",17346,1095
0500000US09011,09011,"New London County, Connecticut",18737,2204
0500000US09013,09013,"Tolland County, Connecticut",20838,3716
0500000US09015,09015,"Windham County, Connecticut",13003,2584
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",-,**
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",25352,7626
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",15709,1379
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",5277,6146
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",16883,1446
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",89808,54088
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",29419,17853
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22847,7061
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",21464,11648
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",5078,2992
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",30848,13550
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",29257,12011
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",19216,3605
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",17942,14568
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",10884,10254
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",27910,8938
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",17985,1525
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",31088,6976
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",35581,8019
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",19933,15070
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",28203,27000
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",20867,10691
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",34825,14591
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",63109,33099
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",18220,4322
