GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2016 inflation-adjusted dollars)
0400000US09,09,Connecticut,44515,314
0500000US09001,09001,"Fairfield County, Connecticut",60223,842
0500000US09003,09003,"Hartford County, Connecticut",41632,479
0500000US09005,09005,"Litchfield County, Connecticut",40006,888
0500000US09007,09007,"Middlesex County, Connecticut",44371,1121
0500000US09009,09009,"New Haven County, Connecticut",37555,464
0500000US09011,09011,"New London County, Connecticut",38442,662
0500000US09013,09013,"Tolland County, Connecticut",37906,912
0500000US09015,09015,"Windham County, Connecticut",30084,697
